Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class,Date extracted,Family,Genus,Species
Hemiphaga novaeseelandiae spadicea,"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Extinct,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Columbidae,Hemiphaga,novaeseelandiae
Hensmania chapmanii,Chapman's Hensmania,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Liliaceae,Hensmania,chapmanii
Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta,2026-Feb-06,Colletidae,Hesperocolletes,douglasi
Hexaspora pubescens,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Celastraceae,Hexaspora,pubescens
Hibbertia abyssus,Bandalup Buttercup,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,abyssus
Hibbertia acaulothrix,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,acaulothrix
Hibbertia basaltica,Basalt Guinea-flower,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,basaltica
Hibbertia circinata,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,circinata
Hibbertia cistiflora subsp. quadristaminea,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,cistiflora
Hibbertia crispula,Ooldea Guinea-flower,Vulnerable,-,-,-,-,Yes,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,crispula
Hibbertia humifusa subsp. debilis,Dergholm Guinea-flower,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,humifusa
Hibbertia humifusa subsp. erigens,Euroa Guinea-flower,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,humifusa
Hibbertia marginata,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,marginata
Hibbertia praemorsa,Bundanoon Guinea-flower,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,praemorsa
Hibbertia priceana,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,priceana
Hibbertia puberula subsp. glabrescens,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,puberula
Hibbertia sp. Toolbrunup (J.R.Wheeler 2504),-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,sp. Toolbrunup (J.R.Wheeler 2504)
Hibbertia spanantha,Julian's Hibbertia,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,spanantha
Hibbertia superans,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,superans
Hibbertia tenuis,Yundi Guinea-flower,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,tenuis
Hibbertia wheelerae,Wheeler's Buttercup,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Dilleniaceae,Hibbertia,wheelerae
Hibiscus brennanii,a shrub,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Hibiscus,brennanii
Hibiscus cravenii,-,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Hibiscus,cravenii
Hibiscus insularis,Phillip Island Hibiscus,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Hibiscus,insularis
Hicksbeachia pinnatifolia,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Hicksbeachia,pinnatifolia
Hippocampus whitei,"White's Seahorse, Crowned Seahorse, Sydney Seahorse",Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Syngnathidae,Hippocampus,whitei
Hipposideros inornatus,Arnhem Leaf-nosed Bat,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Hipposideridae,Hipposideros,inornatus
Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Hipposideridae,Hipposideros,semoni
Hirundapus caudacutus,White-throated Needletail,Vulnerable,Yes,Yes,-,Yes,Yes,Yes,Yes,-,Animalia,Aves,2026-Feb-06,Apodidae,Hirundapus,caudacutus
Homopholis belsonii,Belson's Panic,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Homopholis,belsonii
Homoranthus bebo,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,bebo
Homoranthus bruhlii,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,bruhlii
Homoranthus croftianus,Bolivia Homoranthus,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,croftianus
Homoranthus darwinioides,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,darwinioides
Homoranthus decumbens,a shrub,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,decumbens
Homoranthus elusus,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,elusus
Homoranthus floydii,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,floydii
Homoranthus lunatus,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,lunatus
Homoranthus montanus,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,montanus
Homoranthus porteri,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,porteri
Homoranthus prolixus,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Homoranthus,prolixus
Hoplocephalus bungaroides,Broad-headed Snake,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Elapidae,Hoplocephalus,bungaroides
Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Critically Endangered,-,-,-,-,-,Yes,-,-,Animalia,Insecta,2026-Feb-06,Lucanidae,Hoplogonus,bornemisszai
Hoplogonus simsoni,Simson's Stag Beetle,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Insecta,2026-Feb-06,Lucanidae,Hoplogonus,simsoni
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Insecta,2026-Feb-06,Lucanidae,Hoplogonus,vanderschoori
Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",Conservation Dependent,-,Yes,-,-,-,Yes,-,-,Animalia,Actinopterygii,2026-Feb-06,Trachichthyidae,Hoplostethus,atlanticus
Hoya australis subsp. oramicola,a vine,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asclepiadaceae,Hoya,australis
Huperzia serrata,Water Tassel-fern,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae,2026-Feb-06,Lycopodiaceae,Huperzia,serrata
Hybanthus cymulosus,Ninghan Violet,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Violaceae,Hybanthus,cymulosus
Hydriastele costata,a palm,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Arecaceae,Hydriastele,costata
Hylacola cauta halmaturina,Shy Heathwren (Kangaroo Island),Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Acanthizidae,Hylacola,cauta
Hymenophyllum lobbii,-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Hymenophyllaceae,Hymenophyllum,lobbii
Hymenophyllum whitei,a filmy fern,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Hymenophyllaceae,Hymenophyllum,whitei
Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Hypocalymma,angustifolium
Hypocalymma longifolium,Long-leaved Myrtle,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Hypocalymma,longifolium
Hypocalymma sp. Cascade (R.Bruhn 20896),-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Hypocalymma,sp. Cascade (R.Bruhn 20896)
Hypocalymma sylvestre,chittering Myrtle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Hypocalymma,sylvestre
Hypochrysops piceatus,Bulloak Jewel Butterfly,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Insecta,2026-Feb-06,Lycaenidae,Hypochrysops,piceatus
Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,-,-,-,-,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Dennstaedtiaceae,Hypolepis,dicksonioides
Hypolepis distans,Scrambling Ground-fern,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Polypodiatae,2026-Feb-06,Dennstaedtiaceae,Hypolepis,distans
Hypolimnus pedderensis,Lake Pedder Earthworm,Extinct,-,-,-,-,-,Yes,-,-,Animalia,Oligochaeta,2026-Feb-06,Megascolecidae,Hypolimnus,pedderensis
Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Rallidae,Hypotaenidia,philippensis
Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Extinct,-,-,-,-,-,Yes,-,-,Animalia,Aves,2026-Feb-06,Rallidae,Hypotaenidia,philippensis
Hypotaenidia sylvestris,Lord Howe Woodhen,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Rallidae,Hypotaenidia,sylvestris
Hypseleotris gymnocephala,Bald Carp Gudgeon,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Eleotridae,Hypseleotris,gymnocephala
Hyridella glenelgensis,Glenelg Freshwater Mussel,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Bivalvia,2026-Feb-06,Hyriidae,Hyridella,glenelgensis
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Arachnida,2026-Feb-06,Idiopidae,Idiosoma,nigrum
Ileostylus micranthus,Mistletoe,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Loranthaceae,Ileostylus,micranthus
Indigofera efoliata,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Indigofera,efoliata
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Irenepharsus,trypherus
Isoglossa eranthemoides,Isoglossa,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Acanthaceae,Isoglossa,eranthemoides
Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,-,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Mammalia,2026-Feb-06,Peramelidae,Isoodon,auratus
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Peramelidae,Isoodon,auratus
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Mammalia,2026-Feb-06,Peramelidae,Isoodon,obesulus
Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Endangered,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Mammalia,2026-Feb-06,Peramelidae,Isoodon,obesulus
Isopogon fletcheri,Fletcher's Drumsticks,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Isopogon,fletcheri
Isopogon robustus,Robust Coneflower,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Isopogon,robustus
Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Isopogon,uncinatus
Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Ixodia,achillaeoides
Jacksonia pungens,Pungent Jacksonia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Jacksonia,pungens
Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Jacksonia,quairading
Jacksonia velveta,Collie Jacksonia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Jacksonia,velveta
Kardomia granitica,a shrub,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kardomia,granitica
Kardomia prominens,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kardomia,prominens
Kardomia silvestris,Woodland Babingtonia,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kardomia,silvestris
Kelleria bogongensis,Kelleria,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Thymelaeaceae,Kelleria,bogongensis
Kennedia glabrata,Northcliffe Kennedia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Kennedia,glabrata
Kennedia lateritia,Augusta Kennedia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Kennedia,lateritia
Kennedia retrorsa,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Kennedia,retrorsa
Keyacris scurra,Key's Matchstick Grasshopper,Endangered,Yes,Yes,-,-,-,-,Yes,-,Animalia,Insecta,2026-Feb-06,Morabidae,Keyacris,scurra
Kumonga exleyi,Cape Range Remipede,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Remipedia,2026-Feb-06,Kumongidae,Kumonga,exleyi
Kunzea cambagei,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kunzea,cambagei
Kunzea ericifolia subsp. subulata,-,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kunzea,ericifolia
Kunzea juniperoides subsp. pernervosa,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kunzea,juniperoides
Kunzea rupestris,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kunzea,rupestris
Kunzea similis subsp. similis,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Kunzea,similis
Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Lachnagrostis,adamsonii
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Lachnagrostis,limitanea
Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",Extinct,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagorchestes,asomatus
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagorchestes,conspicillatus
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagorchestes,hirsutus
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,-,-,Yes,Yes,Yes,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagorchestes,hirsutus
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagorchestes,hirsutus
Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",Extinct,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagorchestes,hirsutus
Lagorchestes leporides,Eastern Hare-wallaby,Extinct,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagorchestes,leporides
Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),Extinct,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagostrophus,fasciatus
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Lagostrophus,fasciatus
Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,Extinct,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Campephagidae,Lalage,leucopyga
Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Lambertia,echinata
Lambertia echinata subsp. occidentalis,Western Prickly Honeysuckle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Lambertia,echinata
Lambertia fairallii,Fairall's Honeysuckle,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Lambertia,fairallii
Lambertia orbifolia,Roundleaf Honeysuckle,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Lambertia,orbifolia
Lampropholis elongata,Long Sunskink,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Lampropholis,elongata
Lasiopetalum joyceae,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Lasiopetalum,joyceae
Lasiopetalum longistamineum,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Lasiopetalum,longistamineum
Lasiopetalum pterocarpum,Wing-fruited Lasiopetalum,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Lasiopetalum,pterocarpum
Lasiopetalum rotundifolium,Round-leaf Lasiopetalum,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Lasiopetalum,rotundifolium
Lasiopetalum sp. Mount Caroline (S.D.Hopper SDH 6381),-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Lasiopetalum,sp. Mount Caroline (S.D.Hopper SDH 6381)
Lasiopetalum sp. Proston (J.A.Baker 17),Proston Lasiopetalum,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Lasiopetalum,sp. Proston (J.A.Baker 17)
Lasiorhinus krefftii,"Northern Hairy-nosed Wombat, Yaminon",Critically Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Vombatidae,Lasiorhinus,krefftii
Lastreopsis calantha,"Shield-fern, Shieldfern",Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Dryopteridaceae,Lastreopsis,calantha
Lastreopsis walleri,a fern,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Dryopteridaceae,Lastreopsis,walleri
Lathamus discolor,Swift Parrot,Critically Endangered,Yes,Yes,-,Yes,Yes,Yes,Yes,-,Animalia,Aves,2026-Feb-06,Psittacidae,Lathamus,discolor
Latrobea colophona,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Latrobea,colophona
Lawrencia buchananensis,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Lawrencia,buchananensis
Lechenaultia chlorantha,Kalbarri Leschenaultia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Goodeniaceae,Lechenaultia,chlorantha
Lechenaultia laricina,Scarlet Leschenaultia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Goodeniaceae,Lechenaultia,laricina
Leichhardtia araujacea,-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Apocynaceae,Leichhardtia,araujacea
Leiocarpa gatesii,Wrinkled Buttons,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Leiocarpa,gatesii
Leionema ceratogynum,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,ceratogynum
Leionema equestre,Kangaroo Island Phebalium,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,equestre
Leionema lachnaeoides,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,lachnaeoides
Leionema lamprophyllum subsp. fractum,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,lamprophyllum
Leionema obtusifolium,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,obtusifolium
Leionema ralstonii,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,ralstonii
Leionema sympetalum,Rylstone Bell,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,sympetalum
Leionema westonii,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rutaceae,Leionema,westonii
Leioproctus douglasiellus,a short-tongued bee,Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta,2026-Feb-06,Colletidae,Leioproctus,douglasiellus
Leipoa ocellata,Malleefowl,Vulnerable,-,Yes,Yes,-,Yes,-,Yes,Yes,Animalia,Aves,2026-Feb-06,Megapodiidae,Leipoa,ocellata
Lemmaphyllum accedens,-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Polypodiaceae,Lemmaphyllum,accedens
Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),-,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Lenwebbia,sp. Main Range (P.R.Sharpe+ 4877)
Lepidium aschersonii,Spiny Peppercress,Vulnerable,-,Yes,-,-,-,-,Yes,Yes,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Lepidium,aschersonii
Lepidium drummondii,Drummond's Lepidium,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Lepidium,drummondii
Lepidium ginninderrense,Ginninderra Peppercress,Critically Endangered,Yes,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Lepidium,ginninderrense
Lepidium hyssopifolium,"Basalt Pepper-cress, Peppercress, Rubble Pepper-cress, Pepperweed",Endangered,Yes,Yes,-,-,-,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Lepidium,hyssopifolium
Lepidium monoplocoides,Winged Pepper-cress,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Lepidium,monoplocoides
Lepidium peregrinum,Wandering Pepper-cress,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Lepidium,peregrinum
Lepidium pseudopapillosum,Erect Pepper-cress,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Brassicaceae,Lepidium,pseudopapillosum
Lepidochelys olivacea,"Olive Ridley Turtle, Pacific Ridley Turtle",Endangered,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Reptilia,2026-Feb-06,Cheloniidae,Lepidochelys,olivacea
Lepidodactylus listeri,"Christmas Island Gecko, Lister's Gecko",Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Gekkonidae,Lepidodactylus,listeri
